B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
2.17741986822421,14.488907279498362,135.45717286819237,0.9764717081908041,0.8089057429538624,5.203793797889397,2.0,14.0,136.0,2.0,14.0,136.0
