B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
0.6370754686952924,18.7883311582901,174.64251838176784,0.765468081099776,0.9907324927803353,6.489624939443605,0.0,19.0,175.0,0.0,19.0,175.0
