B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
1.3676671865550498,13.040551293885477,118.38698793646752,0.7939659023474219,0.9981893725850938,9.420774213386943,1.0,13.0,122.0,1.0,13.0,125.0
