B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
1.2385332781615048,15.877200241907248,149.3554763344686,1.0505499489474859,0.7248946986144894,6.265088840637064,1.0,16.0,152.0,1.0,16.0,153.0
