B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
1.813699589394277,11.851545341693987,107.46407995671133,1.0306387271569057,0.6773935077945755,5.154907824848311,2.0,12.0,109.0,2.0,12.0,113.0
