B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
2.315306999395232,9.800076391762422,77.8745583601235,0.9831235861983266,0.8925832498584096,8.382056381984706,2.0,10.0,79.0,2.0,10.0,83.0
