B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
6.867078333386383,13.449851990960308,44.90890282331222,1.3483633601377556,1.2201521972206646,3.5893559216131434,7.0,13.0,45.0,6.0,13.0,42.0
