B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
3.8758952159658784,6.945093420759461,28.763249196295,1.1782652489630778,1.0621189703219283,2.7986901216114517,4.0,7.0,29.0,3.0,7.0,31.0
