B,G,R
3,11,88
5,13,91
4,12,91
4,12,90
4,12,90
4,12,90
4,12,90
4,11,90
3,11,90
3,11,91
3,12,91
3,12,91
3,12,91
3,12,91
3,12,91
4,12,91
5,12,92
5,12,92
5,12,93
5,12,93
4,12,93
4,12,95
4,12,95
4,12,95
4,12,95
4,13,95
3,13,94
3,13,94
3,13,93
3,13,93
4,12,93
4,12,94
5,13,94
5,13,94
5,13,94
5,13,94
4,13,94
4,12,94
4,12,93
4,12,93
3,12,93
3,12,93
3,12,93
3,12,93
3,12,93
3,13,93
3,13,93
4,13,93
4,13,93
4,13,94
5,13,94
5,13,95
5,13,96
5,12,96
4,12,96
4,12,97
4,13,97
4,13,98
4,12,97
3,13,97
3,13,96
3,13,96
3,13,96
3,13,94
3,13,94
3,13,93
3,13,91
4,13,91
4,13,90
1,10,87
1,11,89
3,12,92
3,12,95
4,12,97
4,12,97
4,13,98
5,13,99
5,13,99
5,13,99
5,13,99
4,13,99
4,13,99
4,12,98
4,12,97
4,12,96
4,12,96
4,12,96
4,13,96
4,13,96
4,13,96
4,14,96
4,14,96
5,13,96
5,13,96
5,13,96
5,13,96
5,13,97
5,13,97
5,13,98
5,13,100
4,13,100
4,13,100
4,13,100
4,13,99
3,13,98
3,13,98
3,13,97
3,13,97
3,13,97
4,13,97
4,13,94
4,13,94
5,13,93
5,13,91
5,13,91
5,12,89
4,12,87
3,11,85
2,11,84
2,11,84
1,11,87
1,11,89
2,12,92
3,13,95
3,13,97
3,13,97
3,13,100
4,13,100
4,13,101
4,13,101
4,13,101
4,13,101
4,13,100
4,13,100
4,13,99
3,13,99
3,13,99
3,13,99
4,13,99
4,13,99
4,14,99
4,14,98
4,14,98
5,14,98
5,15,98
5,14,98
5,14,99
5,13,99
4,13,99
4,13,100
4,13,100
4,13,100
4,13,101
4,13,101
4,13,101
4,13,101
3,13,101
3,13,101
2,13,100
2,13,99
3,13,99
3,13,99
3,13,99
4,13,99
4,13,97
5,14,96
5,13,94
5,13,93
5,13,91
4,13,90
4,12,89
4,12,86
4,11,84
4,10,82
3,10,81
4,12,90
3,12,89
3,12,89
2,12,89
2,11,89
2,12,92
2,12,95
2,13,97
3,13,97
3,13,100
3,13,102
3,13,102
3,13,103
3,12,103
3,13,103
4,13,103
3,13,103
3,13,103
3,13,103
3,13,102
2,12,102
3,12,102
3,13,102
3,13,103
4,14,103
4,14,103
4,15,103
5,16,103
7,17,104
7,17,106
5,15,103
5,14,101
4,13,101
4,13,101
4,13,101
4,12,101
4,12,102
4,12,103
4,12,103
4,12,103
4,12,103
3,13,103
3,13,103
2,13,103
2,13,101
2,13,101
2,12,101
3,12,100
4,13,100
4,13,100
4,13,99
5,13,98
5,13,96
5,13,96
5,13,93
5,13,91
5,12,89
5,12,88
4,12,86
4,11,83
4,11,81
3,11,81
3,11,80
4,12,94
4,12,94
4,13,94
3,13,94
3,13,94
3,13,94
3,13,95
2,13,96
2,13,97
2,13,97
2,13,101
3,13,102
3,13,103
3,13,105
3,13,105
2,13,105
2,12,105
2,12,105
2,12,105
2,12,105
2,12,105
2,12,105
2,12,105
2,12,104
2,12,104
2,13,104
3,13,104
4,14,104
5,15,106
5,16,108
8,19,111
9,20,110
8,19,108
7,17,106
4,14,106
4,13,104
4,13,103
4,13,103
4,12,103
4,12,103
4,12,105
4,12,105
4,12,105
4,12,105
3,13,105
2,13,105
2,13,104
2,13,104
2,13,103
2,12,101
2,12,101
2,12,101
3,12,100
3,13,100
4,13,99
4,13,98
5,13,98
4,13,96
5,13,96
5,13,93
5,13,91
5,12,89
5,12,87
5,12,85
4,11,83
3,11,81
3,11,81
2,11,79
2,11,79
3,12,97
3,12,98
4,12,99
4,12,99
4,13,98
4,13,98
4,13,98
3,13,98
3,13,100
2,13,101
2,13,101
2,13,102
2,13,103
2,13,105
2,13,105
2,13,106
2,13,106
2,13,106
2,12,106
2,12,106
2,12,106
2,12,106
2,12,106
2,12,106
2,12,106
2,12,105
1,12,105
2,13,106
2,13,106
4,14,106
5,15,108
7,17,109
8,20,112
9,20,112
8,20,111
8,18,108
5,16,106
4,13,106
4,13,105
4,13,104
4,12,105
4,12,105
4,12,105
4,12,105
4,13,105
3,13,105
3,13,105
3,13,105
2,13,105
2,13,105
2,13,104
2,13,104
2,12,104
2,12,101
2,12,101
2,12,101
3,13,101
4,13,100
4,13,100
4,13,98
4,13,98
5,13,96
5,13,95
5,13,93
5,12,90
5,12,89
5,12,87
4,12,85
4,11,84
3,11,82
2,11,81
2,11,81
2,11,79
4,13,96
4,13,97
3,12,99
3,12,100
3,12,101
3,12,101
3,12,101
3,13,101
3,13,101
3,13,101
3,13,101
2,13,103
2,13,104
2,13,105
2,13,105
2,13,105
1,13,106
1,13,106
1,13,106
1,13,106
