Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6
1333,8549,4051,5537,12771,16723
1266,8202,3673,5474,13054,16572
1243,8396,3960,5890,12993,16428
636,8393,4025,5653,12772,15987
684,8171,3820,5516,12560,15479
802,8357,3769,5631,12951,16585
903,8361,3518,4506,12747,16412
923,8000,3788,5442,12714,13744
1299,8756,4515,5588,12808,16341
0,8436,3809,5591,12538,16153
1304,8771,4450,5889,12761,15871
1278,8085,4247,6225,12772,16906
986,8283,3928,5688,12823,16594
1301,7935,3998,5843,12793,16394
960,8703,4160,5975,12842,16162
1291,8315,4249,5802,12872,15812
627,8396,4410,5422,12467,16002
844,8315,3762,4952,12876,16639
969,8703,3327,5793,12608,16057
1125,8444,3903,5631,12669,16270
1391,8273,4238,6483,12792,16618
1136,8565,4045,5664,12637,16337
952,8164,4347,5899,12984,16084
664,8397,4431,6020,13182,16404
1346,8549,4175,5572,12968,16350
1459,8795,3820,5717,12542,16428
1429,8722,4235,5989,12818,17327
1252,7363,4373,5970,12753,17024
1172,8307,4008,5781,12926,16545
1178,8831,4248,5986,12886,16392
908,8883,3883,5568,12582,16346
763,8286,3951,5793,12591,16546
865,7849,3925,5953,12778,16336
636,8323,3952,5661,12596,16332
1676,9000,4772,5631,12754,16522
1290,8498,3985,5668,12540,16328
712,8403,3844,5521,13473,17088
637,8258,3830,5551,12799,16895
883,9299,3810,5599,12988,16518
1340,7905,3766,5748,12609,16486
986,8365,4387,5826,12240,16880
1631,8268,4247,5866,12878,15871
1844,8198,3721,5556,13152,16305
912,8781,3834,5657,12922,16577
964,8566,3861,5544,12464,16324
805,8206,3706,5631,13056,16582
1317,8546,4584,5913,12827,16503
679,8438,3952,5930,12925,16416
876,7112,3642,5736,12616,16706
1472,8152,3749,5651,13052,16252
1299,8241,3766,5589,12943,16748
1295,8548,4351,5842,12874,16656
902,8114,3649,5588,12728,16472
1147,8823,3791,5551,12570,16500
1029,8772,4196,5802,12717,16127
1170,8666,4264,5828,12908,16186
