L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
96.0968265588694,186.67699016456058,179.38036731705765,1.619501860067435,0.8609769981410728,0.8248474977143648,96.0,187.0,179.0,97.0,187.0,179.0
