L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
77.7763631155107,178.11153197313556,170.89063246013305,3.3266328468640487,1.6821838634608475,1.5956496946250456,79.0,179.0,171.0,79.0,179.0,171.0
