L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
89.97370850176657,183.717318649139,176.69414648120446,3.3129675305716018,1.5467474408839963,1.5761590124582192,91.0,184.0,177.0,92.0,185.0,178.0
