L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
90.08804150619092,183.84622974822548,176.64325046949105,4.1184573287627915,1.83383216510697,1.8819870348456054,91.0,184.0,177.0,92.0,184.0,177.0
