L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
88.12948403730465,182.55132571537703,175.92459496450965,4.687826922429529,2.2421061430797233,2.170246148074063,90.0,183.0,177.0,91.0,184.0,178.0
