H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
6.278511633828819,203.77547187828245,46.60524556768628,0.8873567843717057,12.190009271212945,2.425213556541382,6.0,206.0,47.0,6.0,210.0,45.0
