H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
4.710252411115001,221.16526084603876,26.062322946175637,1.2698817100418143,8.683419182938604,2.0665183780960645,5.0,224.0,26.0,5.0,226.0,26.0
