L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
96.16538816564281,186.51640831397015,179.25788585797497,3.610829578303095,1.7640969875922128,1.4018546136689767,97.0,187.0,179.0,99.0,188.0,179.0
