L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
100.54992519973263,187.52500238724258,180.65929273959958,5.341072405536501,2.277567240676788,2.148642015842686,102.0,188.0,181.0,106.0,190.0,183.0
