H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
2.999554381385874,252.3724735016074,121.61568577521724,0.13303303989593512,1.7583454026470082,7.455845302273945,3.0,253.0,124.0,3.0,253.0,125.0
