H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
3.036190597447242,251.23589139637775,136.22109049240856,0.1893063015806226,1.6196331018754664,5.965508368036873,3.0,251.0,138.0,3.0,251.0,138.0
