B,G,R
5,9,48
4,9,46
4,9,46
4,9,45
4,8,45
4,9,44
4,9,44
4,9,44
4,9,44
4,8,44
4,8,44
4,8,44
4,8,45
4,8,45
5,9,45
5,9,46
5,9,46
5,9,48
5,9,48
5,8,48
5,8,47
5,8,47
5,8,47
5,8,48
6,9,48
5,9,48
5,9,48
4,9,48
4,9,48
3,9,47
5,9,49
5,9,49
5,9,48
5,9,47
5,9,47
4,8,46
4,8,45
4,8,45
4,8,43
4,8,43
4,8,43
4,8,43
4,8,43
4,8,43
4,8,43
4,8,43
4,8,43
4,8,44
5,8,44
5,8,44
5,9,44
5,9,44
5,8,45
4,8,45
5,8,46
5,8,46
5,8,46
5,8,47
5,8,48
5,9,48
5,9,48
5,9,48
4,9,47
3,9,47
3,9,47
4,9,47
4,9,47
5,9,47
5,9,47
4,9,48
4,9,48
4,9,48
4,9,48
5,9,48
5,9,48
5,9,48
5,9,48
5,9,47
5,9,47
5,8,46
4,8,45
4,8,45
4,8,43
4,8,43
4,8,43
4,8,43
4,8,43
4,8,43
4,8,43
4,8,43
4,8,43
4,8,44
5,9,44
5,8,44
5,9,44
5,9,44
5,8,44
4,8,44
5,8,45
5,8,46
5,8,46
5,8,47
6,9,47
6,9,48
6,10,48
6,9,48
4,9,47
3,9,47
3,9,46
4,9,46
5,9,46
5,9,46
5,9,46
5,9,47
5,9,47
5,8,47
5,8,47
5,9,47
5,9,47
5,9,46
4,9,46
4,9,47
4,9,47
4,9,48
4,9,48
4,9,48
5,9,48
5,9,48
5,9,48
6,9,48
6,9,48
6,9,47
5,8,46
4,8,45
4,8,45
4,8,44
4,8,43
4,8,44
4,8,43
4,8,43
4,8,43
4,8,43
4,8,43
4,8,43
4,9,44
5,9,44
4,9,44
4,9,44
4,9,44
4,9,44
4,8,44
4,8,44
5,8,46
5,8,46
5,8,47
6,9,47
7,10,48
10,13,51
8,11,49
6,10,48
5,9,47
4,9,46
5,9,46
5,9,46
5,9,46
5,9,46
6,9,47
6,9,47
6,9,47
6,9,47
6,9,47
6,9,47
6,8,47
6,9,47
6,8,47
5,9,47
5,9,47
5,9,47
5,8,46
4,8,46
4,9,46
4,9,47
4,9,47
4,9,47
4,9,48
4,9,48
5,9,48
5,9,48
5,9,48
6,10,48
6,10,49
6,10,49
6,9,47
5,8,47
4,8,45
4,8,45
4,8,45
4,8,44
4,8,44
4,8,44
4,8,44
4,8,44
4,8,44
4,9,44
4,9,44
5,9,44
5,9,44
5,9,44
5,9,44
4,9,44
4,9,44
4,8,45
5,8,46
5,8,46
6,9,47
7,10,48
11,14,52
13,16,54
13,17,54
10,14,52
6,11,49
6,9,47
5,9,47
5,9,46
5,9,46
5,9,46
6,9,46
6,10,47
6,10,47
6,10,47
6,9,47
6,9,46
5,9,46
5,9,46
5,9,46
5,9,46
5,9,47
6,9,47
4,9,48
4,9,47
5,9,47
5,9,47
5,9,47
5,8,47
5,8,46
5,8,46
4,8,46
4,9,47
5,9,47
5,9,47
5,9,48
5,9,48
5,9,48
5,9,48
5,9,49
6,9,49
6,10,50
6,10,50
6,10,51
6,10,49
5,9,49
5,9,47
5,8,46
4,8,45
4,8,45
4,8,45
4,8,46
4,9,45
4,9,45
4,9,46
4,9,46
5,9,45
5,9,44
5,9,44
5,10,44
5,10,44
5,9,45
5,9,46
5,9,47
5,9,47
7,10,48
11,14,52
14,18,56
16,22,60
16,22,59
15,19,57
10,16,54
7,12,49
6,10,47
5,9,47
5,9,46
6,10,47
6,10,47
7,11,48
7,11,47
6,11,47
6,10,47
6,9,46
5,9,46
5,9,45
5,9,45
5,9,45
5,9,45
6,9,47
5,9,47
5,9,47
4,9,48
4,9,48
4,9,48
4,9,47
4,9,47
4,9,47
5,9,47
5,9,47
4,9,47
4,9,47
4,9,47
4,9,47
4,9,47
5,9,48
5,10,48
5,9,48
5,9,48
5,9,49
5,9,49
5,9,50
5,10,51
5,10,51
6,11,52
6,11,52
6,11,52
6,11,52
6,11,52
7,11,52
6,9,50
5,9,50
5,9,48
4,9,48
4,9,47
4,9,47
4,9,48
5,9,48
5,9,48
5,9,48
5,9,48
5,10,48
5,10,48
5,9,47
5,9,47
5,9,48
5,9,49
6,10,51
12,14,54
16,22,60
20,26,64
21,27,65
20,26,64
15,20,59
11,16,54
7,12,49
6,10,49
6,10,48
6,10,49
6,11,49
7,11,49
7,11,49
6,11,48
6,10,47
5,10,46
5,9,45
5,9,44
5,9,44
5,9,43
5,10,43
5,10,45
5,10,45
5,9,46
4,9,46
4,9,47
4,9,47
4,10,48
4,10,48
4,10,48
4,9,48
4,9,48
4,9,48
4,9,48
5,9,48
5,9,48
5,9,48
5,9,47
4,9,47
4,9,47
4,9,48
4,9,48
5,9,49
5,9,49
4,9,49
4,9,50
4,9,50
4,9,50
4,9,52
4,9,52
4,10,52
4,10,53
5,10,53
6,11,53
6,11,53
6,11,55
7,11,55
6,10,54
5,9,52
4,9,50
4,9,50
4,9,49
4,9,49
4,9,49
4,9,49
4,9,49
5,9,49
5,9,49
5,9,49
5,9,49
5,9,49
5,9,49
5,9,50
5,9,51
6,10,52
12,14,56
19,25,64
22,29,68
23,30,71
22,29,70
20,26,65
15,20,60
10,16,54
6,12,51
6,11,50
6,11,50
6,10,50
6,11,50
7,11,49
7,11,49
6,10,48
5,10,46
5,10,45
5,10,44
5,10,44
5,10,43
5,10,43
5,10,43
5,10,44
5,9,44
4,9,44
4,9,45
4,9,46
4,10,47
4,10,47
4,10,48
5,10,48
4,10,48
4,10,48
4,10,48
4,10,48
4,9,48
4,9,48
4,9,48
4,9,48
5,9,48
5,9,48
5,9,49
5,9,48
4,9,48
4,9,48
4,9,49
4,9,49
5,9,50
5,9,50
4,9,50
4,9,50
4,9,52
4,9,52
4,9,53
3,9,53
3,9,53
3,9,53
3,9,53
3,9,54
6,11,55
6,11,56
7,11,56
6,10,56
5,9,55
5,9,53
4,9,52
4,9,52
4,9,52
4,9,51
4,9,51
4,9,50
5,9,50
5,9,50
5,9,50
5,10,50
5,9,50
5,9,50
4,9,51
5,9,53
6,10,54
12,14,57
19,25,67
22,29,71
23,30,71
22,29,71
20,26,68
16,21,64
13,19,59
8,14,56
7,12,52
7,12,52
7,11,52
7,11,51
7,12,51
7,12,51
7,11,49
6,11,48
5,10,46
5,10,45
5,10,44
5,10,44
5,10,44
5,10,44
5,10,44
5,10,44
5,9,44
5,9,44
5,9,45
5,9,45
4,10,47
4,10,47
4,10,48
4,10,49
5,9,48
5,10,48
5,10,48
5,10,48
4,10,47
4,10,47
5,10,48
4,10,48
4,9,48
4,9,48
4,9,49
4,9,49
4,9,49
5,9,50
4,9,50
4,9,50
4,9,50
4,9,50
4,9,50
4,9,52
4,9,52
4,9,53
3,9,53
3,9,53
3,9,53
3,9,53
3,9,54
3,9,55
3,8,55
2,8,55
3,9,55
3,9,56
5,10,56
5,10,56
5,10,56
4,9,56
4,9,55
4,9,55
4,9,53
4,9,53
4,9,52
4,9,52
4,9,52
4,9,52
4,9,52
4,9,52
4,9,52
4,9,52
4,9,52
4,9,53
4,9,53
4,10,54
6,12,57
12,18,61
18,25,68
20,26,70
20,26,70
18,25,67
14,21,62
12,17,59
8,13,56
7,12,56
7,12,55
7,12,53
7,12,52
7,13,54
8,13,54
8,13,54
8,13,54
7,13,50
5,10,46
5,10,45
5,10,44
5,10,44
5,10,44
5,10,44
5,10,44
5,9,44
5,9,44
5,9,44
5,9,44
4,9,45
4,10,47
4,10,47
4,10,47
4,10,49
4,10,51
5,8,48
5,9,48
5,9,48
5,10,48
4,10,48
4,10,48
4,10,48
4,10,48
5,10,48
5,10,48
4,9,49
4,9,49
4,9,49
4,9,50
4,9,50
5,9,50
4,9,50
4,9,50
4,9,51
4,9,52
4,9,53
