contrast_0,contrast_90,dissimilarity_0,dissimilarity_90,homogeneity_0,homogeneity_90,energy_0,energy_90,correlation_0,correlation_90
42.1959082140319,42.78188140928014,1.7058584627881008,1.7196923545537617,0.7757447469486697,0.7707751964078222,0.2763367764533078,0.2756801710379663,0.8907770688924775,0.8892440006952561
