contrast_0,contrast_90,dissimilarity_0,dissimilarity_90,homogeneity_0,homogeneity_90,energy_0,energy_90,correlation_0,correlation_90
61.372905878769416,61.55185805665549,2.0085034013605445,1.9935272616509285,0.7688277752169488,0.7732627606993583,0.2983242949924267,0.3008302088640014,0.88114115060031,0.8807782682813504
