contrast_0,contrast_90,dissimilarity_0,dissimilarity_90,homogeneity_0,homogeneity_90,energy_0,energy_90,correlation_0,correlation_90
60.522464209564426,61.929409077063625,2.125215757944968,2.1079043557721593,0.7218362025171443,0.7313997527505545,0.2576624458430593,0.2606164332763635,0.8978346554842385,0.8954144463413445
