contrast_0,contrast_90,dissimilarity_0,dissimilarity_90,homogeneity_0,homogeneity_90,energy_0,energy_90,correlation_0,correlation_90
126.00819880190873,125.82955122347441,2.9980454868514594,2.924586252411413,0.6560964764360704,0.680579554709702,0.22896858950500562,0.23369694172520264,0.8921518794557681,0.8923100599785835
