contrast_0,contrast_90,dissimilarity_0,dissimilarity_90,homogeneity_0,homogeneity_90,energy_0,energy_90,correlation_0,correlation_90
50.93649101431619,51.16938267844449,2.4704030866077775,2.267311402172809,0.588595618590439,0.6293052462918396,0.23559999680326713,0.24105419497892838,0.8837431122616783,0.8832231462178949
