contrast_0,contrast_90,dissimilarity_0,dissimilarity_90,homogeneity_0,homogeneity_90,energy_0,energy_90,correlation_0,correlation_90
48.45991978881104,48.89597928723728,1.9543354655294958,1.9738044471519964,0.7254607920800408,0.7179076971364315,0.24882537616089034,0.24853897779073647,0.9072521964652227,0.9063918439556218
