contrast_0,contrast_90,dissimilarity_0,dissimilarity_90,homogeneity_0,homogeneity_90,energy_0,energy_90,correlation_0,correlation_90
185.51962128134846,187.93024672555586,3.3698598842522096,3.3942532236775302,0.7114907503646466,0.7045136188902998,0.27426504281875574,0.27177617120410935,0.8908720908661439,0.8894447932368745
