contrast_0,contrast_90,dissimilarity_0,dissimilarity_90,homogeneity_0,homogeneity_90,energy_0,energy_90,correlation_0,correlation_90
127.26073713067316,127.65976241242758,2.8364300944258294,2.799675093918163,0.7217674227021244,0.7351151467484407,0.27554692718691126,0.27888214867697825,0.8862113930094827,0.8858474560976469
