B,G,R
13,25,59
13,24,58
13,24,58
13,24,58
13,24,58
12,24,58
12,24,58
12,24,58
12,24,59
12,24,60
13,25,60
13,25,61
13,25,61
13,25,61
13,25,60
13,25,59
13,25,59
14,25,59
15,25,59
15,25,59
15,25,59
15,26,59
15,26,59
15,26,59
15,26,59
15,26,59
15,26,59
15,26,58
15,26,58
15,26,59
12,24,58
12,24,58
12,24,58
13,24,58
13,24,58
13,24,58
13,24,58
12,24,58
12,24,58
12,24,58
12,24,58
12,24,58
12,24,59
12,24,60
13,25,61
13,25,61
13,25,61
13,25,61
13,25,61
13,25,59
14,25,59
14,25,59
15,25,59
15,25,59
15,25,59
15,26,59
15,26,59
15,26,59
15,26,59
15,26,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
15,26,59
15,26,59
15,25,59
15,26,59
12,24,60
12,24,59
12,24,59
12,24,59
12,24,58
12,24,58
12,24,58
12,24,58
12,24,58
13,24,58
13,24,58
13,24,58
12,24,58
12,24,58
12,24,58
12,24,58
12,24,58
12,24,60
12,24,60
12,24,60
13,25,61
13,25,61
13,25,61
14,25,61
14,25,61
14,24,59
15,24,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
16,26,59
16,26,59
16,26,59
16,26,60
16,26,60
16,26,60
16,26,60
16,26,60
16,26,60
10,24,60
10,24,60
10,23,60
11,23,60
11,23,60
11,23,60
11,23,59
12,24,59
12,24,59
11,24,58
12,24,58
12,24,58
12,24,58
12,24,59
12,24,59
12,24,59
12,24,58
12,24,58
12,24,58
12,24,58
12,24,60
12,24,60
12,24,60
12,24,60
13,25,61
13,25,61
13,25,61
13,24,61
14,24,60
14,24,60
15,24,60
15,24,61
15,25,60
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
15,25,59
16,27,59
16,27,59
16,27,60
16,26,60
16,26,60
16,26,60
15,25,60
16,26,60
16,25,60
15,25,60
16,26,60
16,26,60
15,26,59
10,24,60
