B,G,R
1,15,121
0,15,125
0,15,125
0,15,125
0,15,125
1,15,123
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
1,15,121
1,15,121
0,15,120
1,15,120
1,15,120
1,15,117
2,17,112
3,18,112
3,20,111
2,19,112
2,18,116
2,15,119
1,14,120
1,14,120
1,16,123
0,16,123
0,15,123
0,15,124
0,15,124
0,15,124
0,15,125
0,15,125
0,15,125
1,15,124
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
1,15,123
1,15,122
1,15,121
0,15,121
1,15,121
1,15,121
1,15,120
2,16,117
2,17,116
2,18,112
2,18,116
2,17,118
2,15,120
1,14,120
1,14,121
1,14,121
1,15,121
1,15,121
1,15,122
2,15,122
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
1,16,123
1,16,123
0,15,124
0,15,124
0,15,124
0,15,124
0,15,125
0,15,125
0,15,125
0,15,125
1,15,124
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
2,15,123
1,15,123
1,15,123
1,15,123
1,15,123
1,15,122
1,15,122
2,15,122
2,16,121
2,16,119
2,17,118
2,17,119
2,15,121
2,15,121
1,14,121
1,14,121
1,14,121
1,15,121
1,15,122
1,16,122
1,16,122
1,16,122
2,16,122
1,16,122
1,16,122
1,15,122
0,14,120
1,14,121
1,14,122
1,14,122
2,15,123
2,15,123
2,15,125
2,15,125
2,15,125
2,16,125
1,16,125
1,15,124
0,15,124
0,15,124
0,15,125
0,15,125
0,15,125
0,15,125
1,15,125
1,15,125
2,15,125
2,15,125
2,15,125
2,15,125
2,15,125
2,15,125
2,15,125
2,15,125
2,15,125
2,15,125
2,16,125
1,16,125
2,15,125
2,15,125
2,15,125
2,15,123
2,15,122
2,16,122
2,16,122
2,15,122
1,15,123
1,14,122
0,14,122
0,14,122
0,15,122
1,15,122
1,16,122
1,16,122
1,16,122
1,16,122
1,16,122
1,16,122
1,15,122
1,15,122
1,15,122
1,15,122
1,15,122
0,15,118
0,15,119
0,15,119
1,15,121
1,15,122
2,15,123
2,15,123
2,15,125
2,15,125
2,15,126
2,15,126
2,16,126
2,16,126
2,16,126
1,16,126
1,16,126
0,15,125
0,15,125
0,15,125
0,15,125
1,15,125
1,15,126
2,16,126
2,16,126
2,16,126
2,16,126
2,16,126
2,15,127
2,15,126
2,16,127
2,16,127
2,16,127
2,16,126
2,16,126
2,16,126
2,16,126
2,16,126
2,16,126
2,15,126
3,15,125
3,16,123
2,16,123
2,15,124
2,15,125
1,14,125
1,14,125
1,14,124
1,15,123
1,15,123
1,16,123
1,16,123
1,16,123
2,16,123
2,16,124
2,16,124
2,15,124
1,15,124
1,15,124
1,15,123
1,15,124
2,15,124
2,16,124
2,16,124
0,15,118
0,15,118
0,15,118
0,15,118
0,15,119
0,15,121
1,15,122
1,15,123
2,15,124
2,15,125
2,15,126
2,15,126
2,15,126
2,15,127
2,16,127
2,16,128
2,16,128
2,16,128
1,16,127
1,16,127
1,15,127
1,15,127
1,15,127
1,15,127
1,15,128
2,16,128
2,16,128
2,16,128
2,16,128
2,16,128
2,15,129
2,15,128
2,16,129
2,16,128
2,16,128
2,16,128
2,16,128
2,16,128
2,16,128
2,16,128
2,16,128
2,16,128
2,15,126
2,16,126
2,16,126
2,16,125
2,15,125
1,15,126
1,15,126
1,15,126
1,15,126
1,15,126
1,15,126
1,16,127
2,16,127
2,16,127
2,16,127
2,16,127
2,16,127
2,15,126
2,15,126
2,15,126
1,15,126
2,15,126
2,16,126
2,16,126
2,15,126
2,15,125
1,15,125
0,15,118
0,15,118
0,15,118
0,15,118
0,15,118
0,15,121
0,15,121
1,15,123
1,15,123
2,15,125
2,15,126
2,15,126
2,15,127
2,15,127
2,15,127
2,16,128
2,16,128
2,16,128
2,16,128
2,16,128
2,16,128
2,16,128
2,16,128
2,16,128
2,16,128
2,16,128
2,16,128
2,16,128
2,16,129
2,16,129
2,16,129
2,16,129
2,16,129
2,16,129
2,15,129
2,16,129
2,16,129
2,16,129
2,16,129
2,16,129
2,16,129
2,16,129
3,16,129
3,16,129
3,16,128
3,16,128
2,16,127
2,16,127
2,16,127
2,15,127
1,15,128
1,15,128
1,15,128
1,15,128
2,15,128
2,15,129
2,16,129
2,16,129
2,16,129
2,16,129
2,16,129
2,16,128
2,15,128
2,15,128
2,15,128
2,16,128
2,16,128
2,16,127
2,16,127
1,15,126
1,15,126
1,15,125
1,15,125
1,15,121
0,15,120
0,15,118
0,14,118
0,14,118
0,15,118
0,15,121
0,15,121
1,15,122
1,15,123
1,16,125
2,15,126
2,15,127
2,15,127
2,15,128
2,15,128
2,15,128
