Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6
1776,9054,3122,3005,14847,15958
1826,9327,3453,3024,14780,15967
1708,8951,3472,2772,14551,17204
1786,9020,3525,3183,14583,15839
2270,9515,3838,3474,14338,15986
2413,9069,3583,2200,14511,16788
2308,9664,3796,3328,14082,15862
2262,9429,3605,3304,14256,16249
1847,9860,3150,2949,14484,16584
2218,9173,3536,3088,14827,16228
1927,9340,3523,3397,14442,16524
1573,9088,3384,2891,13854,17037
1877,9479,3583,3287,14220,16621
2062,9037,3696,3637,14375,16058
1768,9112,3266,3240,14376,16472
1912,9156,3488,2736,14488,16732
1447,9349,3341,3159,14255,16558
1535,8744,4238,2740,14659,16240
1848,8971,3719,3513,14355,16340
1535,9247,3905,3511,14071,15578
1414,9241,3837,3691,14343,16208
1419,9268,3295,3256,14548,16114
1514,9075,3498,3322,13679,16814
1656,10530,3728,3327,13892,16448
1527,8772,4383,3674,14263,16511
1667,9617,2662,3392,14127,16317
1766,9727,3760,3444,14649,16226
3030,9778,3960,3425,13823,16503
750,9584,4400,2977,14254,16741
1644,9145,3455,3828,14422,16319
1576,9186,3748,3313,13823,16457
1690,9821,2424,3447,14124,16845
1117,9587,3425,2853,14237,16965
1841,9968,3904,3530,13738,16700
1655,9664,3644,3675,14242,16152
2050,11378,3768,3567,14030,16572
1150,9544,3557,3154,13599,17143
1787,9876,3595,3705,14060,16888
1907,8648,3942,3583,13972,16736
2151,9684,3324,3047,14509,16276
1940,10006,3406,3367,14597,16791
2088,9532,3776,3473,13998,16856
1594,9714,3027,3337,14547,16688
1497,10515,3787,2992,14534,16762
1456,9693,3670,3594,14082,16000
1892,9867,4171,3051,13951,16884
1924,10287,4003,3561,13895,16895
1824,9924,4372,3583,14203,16989
1525,10118,3894,3721,14058,16654
1184,9809,3782,3593,14133,16741
1635,9784,3603,3686,14392,16724
1796,8279,3504,3629,14418,16868
1698,9323,3693,3333,13924,17330
1672,10019,3625,3249,13781,17250
1680,10199,3880,3692,14004,16889
1963,10280,4108,3721,13915,16895
1528,9748,3662,3632,14206,16599
1502,10104,3830,3682,13854,16869
1728,10357,4136,3791,13985,16808
1859,10381,3670,3284,14176,17100
1833,10146,3583,3401,14012,17011
877,10073,3778,3160,14100,17259
1498,11066,3480,3418,14160,17042
1642,9890,3583,3522,14296,16557
1754,9961,3739,3566,14158,17344
1996,10382,4328,3333,13976,16772
1512,10550,3696,3434,14000,17185
2306,10518,3904,3626,12104,17120
1556,10109,4765,3393,14198,17320
1706,10136,4042,3529,14093,17038
2116,10309,3544,3610,14882,17218
2091,10362,3728,3316,14244,16718
1972,10857,3656,3583,14281,17010
1856,10264,3503,3291,14056,17338
2537,10780,4168,3826,14122,17087
1863,10187,3912,3616,13368,17277
2384,11068,3582,3984,14380,17174
1889,10932,3583,3522,14025,17356
2246,10581,4002,3583,13710,17242
1959,10094,3650,3340,14262,17288
1859,10118,3744,3522,14411,17165
2303,10590,3962,3787,14268,17273
1797,10460,3967,3836,14871,17941
1692,10448,3766,3955,13906,17632
2200,10571,3992,3546,13946,17288
2106,10462,3796,3597,12680,17677
1535,10276,3930,3455,13201,17847
1791,9925,671,3842,14593,17373
2326,10504,3960,2073,13823,17199
2216,10688,4313,3891,14261,17226
2288,10816,4191,3744,13866,17408
2240,11140,4043,3953,14705,17256
1525,10443,3866,3277,14250,17740
2312,10406,3788,3588,14181,17344
1920,10601,4194,3793,13944,17349
2050,10477,3650,3528,14796,17409
1910,10548,4058,3749,13823,17513
1808,10376,3583,4006,14287,17105
1535,9945,3910,3592,14282,17018
1739,10402,4607,3411,14209,17264
1870,10604,3996,3644,13958,17500
1802,10167,3612,3355,14497,17285
1548,10278,3816,3716,14382,17296
320,9920,3786,3516,13720,17925
2234,10377,3962,3511,14272,17617
2096,10347,2820,3583,14092,17679
1578,9997,3651,3749,14565,17336
1349,10368,3662,5504,13352,16472
769,10095,4352,3641,14400,17448
1750,9995,4206,4007,14151,17105
2164,10738,3617,3573,14350,17612
1864,10386,3634,4267,14256,17758
1582,10009,3645,3757,14144,17562
1602,10553,4008,3839,14390,17521
2051,10343,4230,3828,14060,17102
2457,10495,4146,3988,14090,16781
2082,10287,3899,3970,14071,17038
