Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6
787,7679,3626,4418,16256,14825
1120,8236,3753,4573,17056,15070
1060,8475,4272,4751,15871,14144
657,8089,3532,4474,16031,14783
1182,8848,3713,4607,15954,14680
918,8212,3962,4335,16029,14876
0,8049,3882,4602,15663,14523
860,8097,3519,4343,16239,14782
1448,8284,4252,4200,15871,15103
1029,8573,4023,4623,15743,14401
668,8397,4548,4209,15974,15012
883,8192,4323,4488,16136,14768
957,8367,4136,4730,16594,14568
449,8082,3498,4648,15844,15196
802,7716,3597,4416,17590,14292
937,8450,3913,5423,15116,14744
1108,8345,3843,4486,16980,14916
1408,8149,3915,5213,16022,14909
476,8076,3750,4355,16056,14937
1035,8050,3723,4646,15959,14741
664,8754,3367,4378,16136,15019
600,7925,3775,4742,15691,15205
548,8008,3959,4559,15977,14766
1535,8564,4243,4777,15944,14634
547,8069,4615,2583,15805,15111
816,8720,3525,3267,15817,15086
1382,8164,3913,4390,15933,14922
779,8111,4294,4385,14209,15102
567,8081,2862,4514,16005,14869
848,8745,3850,4588,15934,14601
1244,8626,4863,4627,15871,14716
565,7958,3794,4650,16032,15304
745,8330,4118,4717,15914,14681
0,8047,3824,4607,16099,14831
872,8740,3769,4756,15648,14486
1064,8516,4254,4780,15628,14809
1090,8416,3853,4572,12755,14872
1701,8095,4010,3682,16349,14716
1043,8367,4306,4672,15822,15819
1041,8090,4010,4746,15814,14656
457,8541,4045,4445,15450,15189
907,7568,3923,4730,16096,14484
1105,8464,4042,4216,16687,14785
800,8227,4146,4907,15898,15092
1237,7999,3697,4544,16173,14741
722,8267,3338,3894,15181,15802
719,8286,3815,4653,16056,14736
1088,8209,3994,4598,15936,14794
532,7717,3636,4572,16038,15028
758,7916,3652,4375,16168,14847
1089,8507,3778,3675,16180,14774
902,8442,3474,4578,15505,14826
802,8236,3721,4637,15860,14469
0,8364,4243,4848,15949,14796
621,7877,3512,5410,15775,14902
1346,8090,3774,4154,16079,18144
1127,8345,4126,4212,15892,14964
867,8376,4029,4740,15988,14707
1405,8353,3942,4719,15932,14570
1134,8260,3981,4864,15827,14702
1292,8140,4764,4177,15945,15115
0,7968,4447,4219,15832,15204
635,8270,3927,4525,15966,14576
902,8478,3656,4537,15888,14949
1328,8293,3777,4429,16193,15090
906,8272,3845,4282,15700,14804
757,8240,4277,3979,16349,14658
454,8636,3850,4393,15946,14465
595,8003,2594,4161,15733,14955
70,8822,4104,4607,16845,14847
0,8120,3596,4424,15704,15118
5,7951,3908,5631,15767,15050
1134,8240,3465,4430,15537,14847
808,8280,3859,4619,15305,15209
501,7685,3339,4229,16142,13808
616,7994,3596,4399,16192,14847
821,8440,3545,4468,15753,15104
1462,8096,3404,3654,16166,14900
954,8420,3745,4554,15918,13774
1041,8703,3856,4700,16288,14611
1036,8362,3927,4734,15403,14772
0,8372,3755,4601,16017,15113
690,8384,3634,4593,15985,14849
646,8324,3882,4565,16148,14970
947,8366,3717,5256,16020,14969
389,8516,4130,4453,15094,15228
674,8400,4204,4749,15508,14747
1040,8631,4128,4380,16228,14746
789,8492,4100,4789,15876,14565
704,8239,3628,4813,15936,14800
832,7291,3748,4507,16115,14832
666,8050,3828,4209,16325,14897
686,8501,3867,4469,14875,15318
1096,8517,3501,4454,15927,14847
856,8145,4737,3818,16006,15036
669,8024,3766,5247,16198,14901
828,7970,3951,4660,16104,15981
463,8275,2917,4726,15649,15258
513,7415,3608,4821,16153,14923
721,8203,3624,4570,16354,14861
605,8154,3093,4544,15941,14869
944,8592,4118,4598,15694,14909
562,7905,4349,4219,15480,15124
674,7930,3554,4460,15998,14480
897,8162,3904,4819,15871,14728
694,8104,3715,2469,16057,14024
1145,8413,3981,4860,15833,14800
821,8200,3764,4212,12885,15036
1162,8459,4098,3929,16461,14853
937,8129,4793,4482,16000,14630
837,8394,4121,4987,15830,14689
511,8455,4000,4474,15222,14985
909,7872,3575,3814,16203,14795
320,8075,3659,4596,15922,14757
513,8597,4222,4627,15587,14853
1074,8274,4180,4730,15799,14677
856,8058,4436,4264,15998,15217
1423,8420,3159,4554,15908,14914
1244,8400,2972,4580,15871,15017
1088,8927,4381,4601,15853,14847
870,8128,3654,4490,15624,15160
342,7982,3648,4392,15949,15060
530,8712,3692,4607,15940,15184
684,8447,4157,4292,15726,15013
721,8082,3717,4458,16127,14472
192,8252,3718,5488,15797,15210
599,8423,3583,4509,15711,14743
1065,8578,4006,4486,15965,14676
968,8690,4152,4760,15970,14845
872,8477,3873,4496,15804,15036
1812,8389,3621,4637,16206,14575
748,8157,2789,4607,15721,14191
604,7888,3748,4123,15990,15808
1024,7493,3689,4478,15453,15176
767,8068,4637,4341,15684,15580
420,8048,3583,4022,16012,14561
711,8736,4004,5096,15856,14615
693,8062,3455,3976,15870,14850
744,8047,4315,4416,16146,15425
885,8230,4921,4607,15779,14728
274,8532,4264,4566,15660,14615
610,8224,3924,4372,15808,15276
287,8384,3660,4822,15930,14847
1281,8431,4508,4327,15792,15562
1132,8500,4179,4406,14920,15178
620,7410,3673,4474,16104,14857
820,8440,4005,4472,15578,14850
1375,8041,4141,4620,16098,14640
687,7824,3590,4360,16250,14881
839,8272,3968,4048,15871,14884
849,8604,3667,4607,16034,14738
1037,8946,4045,4888,15997,14474
0,8082,3464,4230,15902,14990
666,7992,3832,4818,15863,15098
735,8953,3912,4657,15667,14746
401,8108,4180,4732,15809,14753
810,8275,3628,4425,15721,15204
995,8129,4480,4338,15736,14789
429,8591,4132,4607,16577,14966
904,8407,3897,4672,15683,14840
611,8046,4416,3946,15637,15728
522,8147,3583,4495,15997,14916
1051,8436,4162,3665,15392,15057
1037,7390,3714,4945,15840,14948
0,7873,3792,4685,15706,15207
642,7993,3242,4228,16130,14884
744,8236,4386,4058,15871,14937
729,8220,4639,4504,16216,14880
991,8388,3850,4571,15651,14888
725,8112,3885,3581,16205,15122
960,8451,3944,5128,15948,15600
1055,8664,4104,5800,15892,14958
428,7829,3762,4347,16040,14250
965,8277,3456,4472,15600,14050
652,8481,3939,4548,16082,14920
865,8290,3585,4389,15689,14906
1140,7679,3409,4357,16092,14847
1166,8082,3856,3658,16326,14872
1184,8703,4217,4904,15858,14704
824,8069,3951,4240,15976,15089
1029,8733,3629,4597,15761,15021
752,7960,3872,4218,15951,15063
1108,8474,4273,4616,14954,15110
564,7692,3583,4318,16114,14660
540,8263,3652,4768,15796,15428
848,8410,4655,4153,16001,15045
592,7976,3344,4684,15823,14847
669,7557,3617,3402,15418,15236
884,8276,3833,4549,15605,14016
22,8416,3898,4606,16656,14901
502,7810,3495,4212,16199,14936
685,8109,3842,4317,15917,14920
531,8098,3938,4450,15870,14848
410,8055,3638,4130,15114,15176
720,8200,4685,4471,16074,14868
723,7764,3740,4116,15697,15202
751,8421,4025,4184,16198,14992
619,8160,3610,4375,16184,12518
813,8499,3729,4830,15757,15041
615,8397,3473,4629,16129,14823
718,7783,3750,4518,15365,14817
1100,8042,4311,4566,16072,15869
826,8286,3611,4607,16094,14805
841,8442,3786,5194,15980,15160
722,8011,3386,4474,15848,15093
1180,8220,3365,4205,15981,15080
536,7706,3728,4397,16232,14092
1259,8278,3761,4354,15737,14861
865,8123,3680,4277,15524,14966
355,8002,3805,4237,16084,15694
1049,8533,3658,4607,15896,14693
1142,8027,4200,4886,15878,14726
677,8004,4491,4404,15288,15258
885,8384,3964,4596,15652,14707
1064,8168,3723,3885,15944,15174
695,8354,4214,4704,15716,14660
588,9032,3418,4182,16018,15087
983,6409,4180,4636,15531,14865
680,8082,3691,4609,16170,15044
853,7773,3797,4745,16153,14805
640,7770,3664,4453,16055,14896
936,8528,3334,4544,15624,14875
1467,8552,3583,4269,16080,14988
400,8223,3883,4335,15871,14904
1066,8406,3905,4492,16901,14948
777,8260,3762,4608,16179,14693
956,8160,3841,4538,16117,14840
467,8074,3732,4263,15960,14891
738,8265,4112,4761,16008,14564
714,8034,3904,4374,14902,15161
935,7209,3850,4860,15848,15055
1429,8465,3583,4310,15839,15005
811,8140,4177,4530,14784,15046
684,8213,3804,4296,16083,14857
727,7888,3547,4426,16290,14948
1136,8537,4016,4622,15584,14668
1118,8648,4108,4831,15838,14768
873,8404,3826,4324,15635,15124
672,8267,4290,4198,15952,15071
666,8000,3823,4657,15606,14920
739,8234,3633,4506,16038,14521
571,7773,3357,4576,16041,14882
581,8042,3623,3765,16232,14651
1109,8136,4096,5021,15864,14778
993,8035,3858,4339,15654,15026
618,8000,3393,4304,16024,15138
680,8147,3429,5352,15743,15193
1530,8615,4594,4276,15765,15078
744,8229,3716,4403,15860,15055
1272,7801,3679,4476,16186,14847
704,8271,3583,4778,15845,15087
1220,8484,4409,4744,15173,15200
1115,8570,3620,4305,16145,14991
770,8342,3583,4430,15789,14823
529,7712,3188,3860,16135,14937
1364,7988,3477,4715,16001,15189
825,8048,3616,3437,16121,15611
766,8385,4012,5070,15794,14557
605,8043,3880,4463,16066,14865
1090,8384,3818,4642,16122,17610
744,8206,3932,4693,14998,15871
501,8873,3626,4384,15946,15384
601,8704,3775,4217,14892,15492
1129,8834,3916,4785,15864,14677
510,8156,3700,4536,16076,14557
656,8448,4010,4517,15130,14829
705,8266,4238,5261,15871,15105
892,8055,4040,4357,15896,15096
1491,8133,3571,4527,15934,14924
512,7925,3950,4285,16120,15256
126,8482,4226,4562,15946,15035
801,8256,3698,4828,15768,14928
240,8440,3956,4454,15243,15139
1098,8384,4265,4764,16279,14804
928,8484,4129,4683,15791,15186
998,8224,3958,4517,15675,14787
1687,8040,3962,3997,16029,15080
1033,8224,4383,4306,15917,15078
683,8300,3607,4251,15861,14938
747,8122,3114,4523,15704,15058
962,8491,3920,4579,15664,14847
981,8391,4351,4477,15540,15792
1370,8241,3856,4184,15614,14664
1057,7826,3651,4439,15728,15013
0,8356,4432,4627,15799,14925
352,8092,2477,4422,15878,15028
2429,8787,3641,3656,16384,15031
770,8092,3861,4569,15748,14899
1144,8228,3921,4512,16403,14989
498,8585,3472,4392,16062,14980
801,8075,3872,4433,15852,14992
876,8521,3753,4491,16122,14630
893,8835,4308,4659,15557,14834
0,8388,3882,4602,16554,14802
1065,8669,4031,4707,15938,14647
1049,7846,3232,4545,15832,13888
626,8246,3887,4678,16276,14854
779,8214,4950,4360,15886,15188
704,8248,3369,4171,15792,15088
463,8419,3838,4475,15700,15225
1444,8490,4041,4328,15871,14562
475,8502,4186,4590,15794,15092
503,8410,3426,4203,15924,15250
1088,8554,4966,4525,15898,14451
976,8438,3876,4408,15787,15062
907,8602,3096,4676,15657,14847
772,8540,3354,4577,15271,13992
861,6869,3830,4784,16014,15212
712,8435,3589,4973,15749,14256
511,8056,3844,4427,15772,15161
1077,8632,4598,4665,16895,15142
898,8080,3969,4728,16022,14488
433,8549,3978,4491,15067,15207
781,8158,3798,4168,15871,15004
789,8573,4107,4513,12464,14829
652,8146,3813,4546,15807,14743
780,8153,3950,4653,16028,14785
1080,8039,4108,5130,15946,14707
961,7671,3583,4457,15860,15249
1089,8466,3757,4501,16268,14797
458,8224,3901,4554,15878,15207
811,8336,3614,4365,15814,14916
784,8302,3968,4583,15456,14955
274,8113,2952,4360,16331,15049
972,8549,4120,4660,15710,14784
1672,8306,4097,4503,16214,15010
1116,8092,3797,4520,16573,15106
954,7840,4032,5460,15792,14835
1316,8392,3455,4488,15976,13756
1581,8059,4016,4112,16132,14656
0,8046,4465,4422,16508,14847
1063,8115,3569,5152,16057,15118
1249,8520,4000,4624,15871,14781
1533,8459,3124,4633,15842,13832
567,8080,3579,4516,15936,14984
954,8610,4041,4650,15655,14798
1134,8137,3512,4859,16136,15716
1535,8441,4344,4594,16138,13983
1483,8527,3956,4651,16839,14766
615,7893,3583,3300,16542,15116
694,8034,3335,4767,16037,14798
1041,8607,4047,4708,16015,14946
931,8157,3826,4595,17997,15534
536,9384,3714,4416,15930,14905
511,8039,3753,4499,15998,14869
964,8384,3089,4445,15871,14030
1040,8718,3923,4670,15867,14656
632,8298,3593,5044,15898,14476
1037,8272,3907,4603,16149,15158
665,8473,3952,4308,15922,14975
0,8074,3744,4541,15733,15164
883,8229,4390,4380,16132,14954
895,8456,3875,4455,15871,15016
705,7307,4333,4269,15862,15018
852,8063,3617,4318,16117,14873
715,8244,3024,5312,15801,14264
779,8457,3710,4304,15886,14959
1289,8132,3789,3889,16355,14939
802,8395,3834,4453,15849,15059
752,7815,3928,4138,16009,15192
692,8146,3810,4674,16236,14804
819,8143,4034,4846,15958,14439
870,7950,3844,4541,15628,14941
749,8555,3597,4374,15743,15106
1192,8642,4906,4645,15904,14680
1239,8275,4026,3646,16335,15123
1288,8676,3972,4437,15828,14829
934,8141,3640,3565,16402,14958
990,8353,3787,4409,16036,15166
998,8433,3872,4475,16810,14693
971,8404,3108,5000,15890,15785
808,8429,4105,4593,15552,14240
890,8627,3758,4376,15813,14870
985,8122,2685,4199,15856,14967
759,8049,3414,4229,16292,14986
1217,8271,4035,4489,16472,14933
448,8208,3344,4603,14835,13760
1763,8389,3583,4250,16032,14915
599,7963,3583,4056,16221,14922
537,8058,3616,4487,16202,14962
1077,8250,3737,4112,15895,14680
1094,8657,3862,4562,15901,14515
653,8154,3868,4374,15872,15074
308,8224,3694,4425,15998,15268
1101,7810,3917,4672,16647,14762
511,8240,3658,4493,16209,14935
1000,7338,4439,4540,16058,15028
670,8038,3176,4275,16287,14922
586,8085,4190,4726,16161,14639
1033,8503,4187,4825,15863,14731
1207,8278,3710,4317,15871,14936
400,7666,3557,4330,16128,14988
536,8258,3240,4698,15655,13806
1059,8315,3804,4800,15993,14449
1263,9248,3869,4609,15553,15102
657,8068,3960,4731,16289,14428
1103,8687,3798,4710,15852,14569
704,8376,4024,4568,15944,15149
615,8375,3631,4562,16056,14902
867,8093,3757,4727,16474,15171
922,8568,3922,4572,15630,14809
504,8743,3734,4208,14905,15303
709,8281,3542,4296,15855,15098
836,7330,3728,4241,15871,14894
817,8397,4015,4616,15528,15052
1213,8010,4127,2836,15936,14996
943,8021,4542,4003,14856,15266
1370,8399,2712,4490,15543,14414
659,8729,3966,4730,15988,14667
511,8392,4264,2665,14847,14407
638,7979,3084,4028,15831,15103
972,8479,3991,4512,15675,14851
1204,8111,3738,4513,16344,14814
646,8116,3845,4214,15867,15018
1220,8529,4731,4522,15934,15140
509,8213,3662,4555,15846,15035
596,8026,3026,4537,15825,15046
618,8504,3861,4466,16632,15004
769,7888,3614,5000,15928,15024
539,8261,3590,4446,15832,14935
1216,7323,3617,4944,16201,14848
812,8001,3567,4483,16099,14794
649,8000,3948,3864,16235,15004
749,8345,3792,4624,15823,14617
685,7949,3922,4579,16022,14802
942,7135,3909,4887,16092,15223
621,8200,3820,4618,15976,14847
0,8907,4051,4524,16004,14520
793,7983,3904,4304,15912,14924
522,7928,3625,4557,15994,14447
943,7245,3872,4848,16058,14923
926,8412,2508,4451,15768,15128
1771,8297,3878,4228,16264,14792
756,8121,3999,4491,15871,15056
1140,7465,4252,5097,16095,14937
684,8524,4020,4569,15329,14897
511,8085,3293,4410,17768,14911
669,7951,3796,3490,16344,15018
890,7924,3660,4581,16039,14866
720,8057,3852,4340,15712,15069
1206,7956,4447,4508,17366,14713
859,8474,3928,4607,15683,15149
895,8160,2890,4867,14861,14886
569,8325,3446,4388,16116,14948
1155,7968,3456,4432,16352,14737
0,8065,3742,5457,15973,14982
511,8052,3771,5136,15840,15093
514,8206,3897,4424,15141,14914
1402,8152,3727,4417,15931,14869
1140,8566,4058,4237,15948,14645
749,8409,4114,1056,16065,14814
978,8400,4142,4651,16297,14703
316,8801,3905,4776,15707,15364
708,8276,4420,4549,16123,14854
784,8578,3583,4462,16079,15253
1198,8142,4000,4102,16101,14768
1202,8727,3823,4593,16048,14434
834,8320,2868,5052,15817,15152
1848,8089,4300,4302,16131,15378
1362,8494,3925,4756,15949,14687
669,8276,3818,4553,15747,15194
799,8658,3780,4676,16184,14720
848,8167,3872,4607,16004,14825
1117,8294,3839,4407,15626,15007
885,8200,3583,4466,15788,14945
820,11080,4246,4393,16245,14892
798,8366,3740,4266,15433,14916
1029,8463,4129,4435,15871,14559
918,8435,3827,4342,15853,15142
926,8330,4181,5300,15448,15076
514,8306,3621,4875,16034,15201
1111,8572,4612,4578,15848,14944
1192,8620,4058,5206,15772,14760
723,8318,3697,4607,15963,14816
592,8060,3272,5000,15892,13925
966,8540,4006,4826,15977,14821
1124,8465,4416,4650,15060,14984
517,9408,3670,4399,16077,14914
919,8042,3269,4627,15994,15420
1053,8637,3980,4618,15691,14744
729,8216,4285,4209,15892,14815
1201,8401,4171,3863,16652,14788
1066,8373,4255,4713,15750,14700
846,8424,3921,4772,16008,14533
0,8373,3496,4402,16142,14968
614,7940,3375,4570,16165,14777
732,7533,3760,5442,16157,14805
511,8461,3865,4715,15871,12836
1108,8762,3841,4677,16492,14945
1255,8571,3808,4557,15553,14748
841,8413,3762,4500,15871,14986
264,8232,3953,4724,15576,15024
818,8428,3674,4575,15556,14906
1005,7210,3857,4582,16000,15053
708,8138,3554,4393,16000,14936
872,8171,4235,4266,15986,15045
982,8236,3290,4470,16010,14686
1080,8409,3549,4428,15867,14847
716,8115,3856,4267,15871,14936
93,8286,3919,4531,16246,14688
1099,8963,3782,4684,16268,14390
1099,8572,3582,4791,15757,14747
899,8481,2778,4548,15617,15127
697,7744,3275,4607,16104,14964
1221,8243,3759,4235,15107,15385
587,8216,3910,4550,15831,14875
600,8217,3544,4433,16184,14668
841,8160,4120,4402,16055,14800
785,8301,3924,4498,15607,14665
890,8266,3581,4334,15751,14953
668,8388,3333,4801,15896,14956
840,8082,4244,4412,16168,15476
1562,8342,3857,4424,15910,14593
538,7928,3599,1604,16168,14847
930,8568,3410,4568,15676,14836
1439,8386,3856,4665,15781,14652
951,8440,4201,4716,16308,14880
1033,8477,3944,4572,16039,14779
918,8564,3802,4703,15907,14216
588,8593,4048,4762,15799,14681
352,8216,3830,4495,16192,14821
856,8468,3716,4002,15293,15125
767,8472,3839,4607,15772,15134
752,8277,3720,4902,15871,15092
746,7644,3553,4240,15675,15062
900,8256,3731,4157,15871,15177
997,8304,4024,4396,15706,13825
868,8654,3749,4264,16026,14970
852,8415,3799,4544,15776,15005
1078,8520,3464,4694,15888,14853
822,7960,3503,4410,16305,14847
965,8320,4260,4265,16035,15024
1170,8221,4867,4297,15739,15080
724,8392,3667,4569,16192,14633
960,8716,3792,4599,15757,15020
710,8386,3133,4143,16237,14912
1535,8896,4012,4246,16196,14785
1248,9455,3610,3628,16117,14946
520,8205,3847,4471,15923,14970
890,8160,3847,4989,15890,15440
862,8751,3692,4768,16163,14489
800,8015,3819,4585,15871,15120
661,7000,3612,4443,15871,14920
994,8013,3631,3924,16333,12976
879,7968,3314,3734,16187,14664
1614,8353,3595,4331,15886,15171
772,8247,3733,4727,16009,13640
1476,8397,3931,4217,16009,14983
80,7978,3811,3288,16794,15073
494,8447,3762,4408,16125,14853
775,8805,3583,4384,16148,14763
619,8060,3745,4380,16164,14778
529,7933,3672,3935,16479,15150
1100,8360,3975,4813,15680,14847
907,8078,4487,4480,15837,15049
1038,8282,3664,4577,16054,14971
706,8058,3807,4380,16253,14986
437,8224,3880,4859,16072,15056
802,8100,4198,2210,15936,14973
944,8224,3961,4607,15499,14914
1170,8518,4109,4549,15777,14740
942,8533,3601,4826,15936,14498
1042,8650,3793,4568,15780,14912
885,8161,3849,4776,16063,15440
1121,8211,3981,5047,16289,14764
82,8614,3947,4508,16115,14896
0,8376,4117,4789,15824,14725
591,8366,3957,3332,16085,14809
1197,8539,3900,4897,15953,14466
640,8204,3600,4141,15849,15147
689,8143,3728,4604,16028,14792
853,8513,4006,4532,15541,14753
1287,8975,3912,4689,16179,14664
1180,8473,4120,5018,15804,14912
1419,7400,3832,4920,15877,15180
704,8301,4008,4800,15445,14773
932,10243,4006,5060,15871,14781
538,8064,4324,4383,15794,15048
1203,8130,3754,3694,16464,14865
557,9032,5333,4609,16039,15078
1026,8192,3757,4394,15882,15016
1035,7726,3582,4536,16209,14856
498,7890,4112,4482,15968,14891
887,8192,4151,4338,15276,14622
856,8403,3108,4412,15681,14555
741,8105,3886,5130,15872,15138
605,8703,3592,4499,15736,15116
1110,8396,3202,5150,15984,15135
792,8136,3966,4423,15477,15187
1060,9011,3893,4797,15903,14656
1052,8217,4248,4658,15946,14697
950,8374,3938,4362,15765,14801
35,8144,3673,4408,15876,15072
880,8481,5012,4516,15830,15242
738,8038,3666,4912,15914,15184
1712,9604,3489,4288,16058,14703
966,8068,3413,4808,15655,14647
986,8490,3528,4370,15743,14895
50,8457,4266,4874,15936,14562
576,8110,3690,4347,16005,15481
607,7816,3824,4136,15660,15862
468,8410,2824,4803,15444,13518
1291,8555,3801,4554,15799,14694
917,8315,3810,4581,16051,14743
670,8303,3771,4606,15962,14651
1240,7655,3996,4505,16076,14847
1004,8432,3885,4122,16057,14801
1590,8318,3648,3601,16496,14124
690,8288,3694,4598,15988,14735
1056,8794,3921,4607,16962,16887
1090,8301,3777,4437,15988,14851
397,9006,3656,4348,16069,14912
1754,8035,4828,4149,16067,15055
858,8303,3748,4299,15398,15017
812,8320,3941,4604,15762,14906
789,8288,3752,4112,15767,14665
961,8063,4036,4574,15386,14750
1294,8580,4142,4601,16540,14730
524,8556,3474,4489,16088,14958
721,8398,3786,4604,16067,14752
834,8292,3779,5281,16434,15214
930,8392,4201,4418,15772,15557
1108,8597,4263,4314,16480,14939
1324,8514,3913,4534,15964,14673
0,8365,3928,4649,16009,14807
861,8460,4504,4672,16152,15240
535,8161,4033,4291,13926,14869
1535,8395,3389,4366,16250,14847
492,8412,3928,4568,15912,14693
289,8270,4022,4241,15797,15461
1027,8306,3767,4633,15836,14791
888,8450,3844,4523,15680,15052
787,8208,4900,4392,15861,15201
0,7892,4013,4570,15714,14546
1161,9050,3983,4936,16036,14498
683,7952,3590,4328,16130,14814
1034,8323,4018,4380,16310,14989
948,8476,3814,4394,15700,14685
1193,8617,4056,4494,15819,14797
704,7926,3712,4634,15990,14117
1152,8235,3819,4664,15684,14847
923,7760,3504,4441,16212,14841
