Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6
433,5408,2559,3368,11460,13713
983,6568,2559,2672,11314,13632
198,6024,767,3271,11616,13823
324,6615,2648,3402,11183,13663
271,6196,2302,3102,11591,13439
696,6889,2513,3600,11103,10678
616,6340,2993,3032,11590,13821
544,7124,2344,3560,11197,13865
586,6369,2965,3583,11354,13818
312,6227,2559,3169,10734,13742
770,7124,2524,3629,11503,13438
437,6516,2610,2996,11427,13688
524,6374,2806,3669,11370,13704
260,5349,2336,3171,11519,13761
576,6414,2631,3074,9546,14444
816,6861,2785,3548,11091,13625
488,5343,2506,2920,11344,13989
708,6582,2830,3241,10384,13810
0,6387,2832,3466,12078,13706
1995,6398,2452,3118,11471,13823
465,6303,2855,3264,11616,13594
819,6808,2800,4318,11202,13676
391,5743,2469,3628,11586,14166
478,6596,3583,3451,10884,13148
0,6020,2597,3352,11108,13786
277,6073,2538,3199,10810,13714
662,6615,2890,2659,11548,13600
505,6541,2741,3193,11598,13416
684,6615,2792,3448,11370,13676
362,6010,1215,3262,11456,13602
410,6278,2802,3244,11568,13624
504,6488,2269,3128,11356,13823
804,6646,2900,3578,11782,13557
371,6644,2396,3392,11461,13542
485,7689,2308,3136,11678,13849
501,6404,2604,3506,11336,13399
887,6632,2627,3435,11382,13762
565,6349,2861,3585,11369,12920
234,6770,2517,3528,11201,13861
511,6609,1480,3372,11101,13818
145,6212,1611,3164,11638,13888
686,6484,2662,3291,11054,13245
24,6174,2573,3341,11360,13819
0,6522,2787,3627,11121,13558
445,6337,2362,3301,11107,13447
328,6561,2282,3249,11536,13813
1330,6365,2632,2792,12144,13627
884,6250,2354,3293,11693,13666
80,6794,2264,2890,11217,14502
393,6368,2617,3360,11368,13500
0,6422,2544,3393,11733,13741
346,6568,2504,3261,11084,13831
706,6516,2549,3212,11371,13974
373,6225,2559,3388,11446,13543
676,6560,2726,3492,11117,13823
572,6655,2559,3340,11343,13880
667,6755,2706,3393,10936,13780
608,6426,2667,3286,11100,12906
960,6273,1914,3583,11456,13555
676,6304,2910,3303,11595,13904
1093,6289,3373,3446,11503,13408
410,6307,2373,3232,11588,13562
712,6586,2424,3222,11212,13651
616,6500,1382,3583,11222,13538
431,6655,2753,3515,10851,13823
514,5986,2386,3236,11553,13717
399,6346,2449,3229,11708,13844
666,6333,2474,3120,11432,14018
127,7074,2409,3832,11061,14093
393,6257,3528,3176,11414,13969
405,6269,2718,3582,11305,12957
645,6558,2864,3475,11503,13577
1191,6526,2559,3492,11159,13328
456,6060,2559,3410,11517,13241
926,6464,2565,3256,11615,13552
1482,5844,3253,3101,11566,13734
757,6093,2672,3421,11336,13679
401,6509,3041,3123,11334,13839
432,6450,2642,2803,11418,13460
1119,6768,1749,2862,11673,13832
265,5963,2197,3092,12747,13875
320,6397,2430,3404,11380,13556
613,6655,2827,3434,11370,13738
548,6664,2692,3216,11584,13819
447,6395,2559,3294,11133,13686
723,6589,2624,3188,11273,13775
267,6361,2911,3251,11476,12963
752,6850,2613,3477,11500,13386
773,6813,2950,3682,11184,13556
523,6409,2420,3520,11460,13419
849,6485,2540,3292,11328,13920
