B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
1.4649075341375688,12.296177228888817,109.2003692268517,1.09913444538969,1.026251291809958,9.969327922535648,1.0,12.0,113.0,1.0,12.0,115.0
