contrast_0,contrast_90,dissimilarity_0,dissimilarity_90,homogeneity_0,homogeneity_90,energy_0,energy_90,correlation_0,correlation_90
21.900370595999565,21.474794395370093,1.8762057061630646,1.8535638135851384,0.6161596421728746,0.6196415399169916,0.24202870661970247,0.2429283405070349,0.9126266781931502,0.9143372592690369
