contrast_0,contrast_90,dissimilarity_0,dissimilarity_90,homogeneity_0,homogeneity_90,energy_0,energy_90,correlation_0,correlation_90
48.0039597928724,48.28741496598638,2.4198395776220942,2.3506701187937873,0.5884546960187693,0.5906722321628665,0.2111735182479061,0.2086502291656283,0.8841410051633715,0.883404345992417
