contrast_0,contrast_90,dissimilarity_0,dissimilarity_90,homogeneity_0,homogeneity_90,energy_0,energy_90,correlation_0,correlation_90
22.634810640674186,22.846989542085485,1.746446339729922,1.865976241242766,0.6478113493899936,0.6097143784862656,0.24478070968345253,0.23930138548687918,0.9018181265273646,0.9008897952611382
