contrast_0,contrast_90,dissimilarity_0,dissimilarity_90,homogeneity_0,homogeneity_90,energy_0,energy_90,correlation_0,correlation_90
22.58891765661489,23.221849934003437,1.6260280231495576,1.6803228754188246,0.6981206157565467,0.6968620647191048,0.30626234501785793,0.30688926356651697,0.9037734415632448,0.9010653133324826
