H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
3.5689913104370246,254.33504153802082,167.8731578444791,0.4952252066524014,0.9513127509804682,3.719334056536237,4.0,255.0,169.0,4.0,255.0,172.0
