H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
3.0210713944679632,254.50997867396632,174.55326733933856,0.14406724488439632,0.9148758177107528,4.322405617299405,3.0,255.0,175.0,3.0,255.0,175.0
