H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
2.9906101792023425,253.6477066556323,154.60712353184582,0.0971044375910247,1.4868793925543777,5.346718522686077,3.0,253.0,157.0,3.0,255.0,158.0
