H_mean,S_mean,V_mean,H_std,S_std,V_std,H_median,S_median,V_median,H_mode,S_mode,V_mode
3.012286341789477,253.59050832351912,188.08498583569406,0.11016248851306107,1.2721289216576457,6.295041641521055,3.0,254.0,188.0,3.0,254.0,192.0
