B,G,R
5,10,29
3,8,30
4,9,31
6,10,33
5,10,32
5,10,32
5,9,31
4,9,30
4,9,30
5,9,29
5,9,29
6,10,29
6,10,29
6,10,29
6,10,29
6,10,29
5,10,29
5,9,30
5,9,30
6,10,31
7,11,32
8,11,33
8,12,36
11,15,37
11,15,39
8,12,36
7,11,35
6,10,33
5,10,33
4,9,32
5,9,30
4,9,30
3,8,29
3,8,29
3,8,29
3,8,29
4,9,30
5,9,30
5,9,30
5,9,30
4,9,30
4,9,30
4,9,29
5,9,29
5,9,29
6,10,29
6,10,29
6,10,29
6,10,29
6,10,29
6,10,29
5,10,29
5,10,30
6,10,31
8,11,32
8,12,37
13,16,39
18,22,47
18,22,47
12,16,40
8,12,36
7,11,35
6,9,33
5,9,32
4,9,31
4,9,30
4,9,30
4,9,30
5,9,29
5,8,32
5,8,32
5,9,31
5,9,31
5,9,31
4,8,30
4,8,29
3,8,29
3,8,29
3,8,28
3,8,29
4,9,29
4,9,29
4,9,29
4,9,29
4,9,29
4,9,29
4,9,29
5,9,29
5,9,29
5,9,29
6,10,29
6,10,29
5,9,28
6,10,29
6,10,29
5,10,29
6,10,30
6,10,31
7,11,33
11,15,39
17,21,46
20,24,49
22,26,51
18,22,47
8,12,36
7,11,35
6,9,33
5,9,32
4,9,30
4,9,30
4,9,30
5,9,29
5,9,29
5,9,29
5,9,29
5,9,29
5,9,30
5,9,31
5,8,32
5,8,32
5,8,32
5,8,31
5,8,31
5,8,31
5,9,31
5,9,30
5,9,30
4,8,29
4,8,29
3,8,29
3,8,28
3,8,28
3,8,28
4,8,28
4,9,28
4,9,28
4,8,28
4,8,28
4,8,28
4,8,28
5,9,28
6,9,28
6,9,28
6,9,28
6,9,29
5,9,28
5,9,29
6,10,29
6,10,29
6,10,31
6,10,32
7,11,33
11,15,39
20,24,49
24,28,52
24,28,53
20,24,49
13,17,41
6,9,33
5,9,32
5,9,32
5,9,30
5,9,30
5,9,29
5,9,29
5,9,29
5,9,29
6,10,29
6,10,31
6,10,31
6,10,32
5,10,31
5,10,31
5,9,32
5,9,33
5,9,32
6,9,33
6,9,33
6,9,33
6,8,32
5,8,31
5,8,31
5,8,30
5,8,30
6,9,30
6,9,30
6,9,30
5,8,29
4,8,28
4,8,28
4,8,28
4,8,28
4,8,28
4,9,28
4,9,28
4,9,28
4,8,28
4,8,28
4,8,28
5,8,28
5,8,28
6,9,28
6,9,28
6,9,28
6,9,28
5,9,28
5,9,29
6,10,29
6,10,30
6,10,31
7,10,32
8,11,35
12,17,42
19,24,49
24,28,53
25,29,54
17,21,46
8,12,36
6,9,33
5,9,32
5,9,31
5,9,30
6,9,30
5,9,29
6,9,29
6,9,29
6,10,29
6,10,31
8,13,34
11,16,37
10,15,36
7,11,32
5,10,32
5,10,31
5,9,31
5,9,31
5,9,33
5,9,33
5,8,29
5,8,30
5,9,30
6,9,32
6,10,33
7,10,33
7,10,33
7,10,33
6,8,32
5,8,29
5,8,29
5,8,29
5,8,29
6,9,30
5,8,29
5,8,29
5,8,29
5,8,28
4,8,28
4,8,28
5,8,28
4,9,28
5,9,28
4,9,28
4,8,27
4,8,27
4,8,27
5,8,27
5,8,28
6,9,28
6,9,28
6,9,28
5,9,28
5,9,28
5,9,29
6,9,29
6,9,31
6,10,32
7,10,33
8,12,37
13,17,41
17,21,45
17,22,46
17,21,46
13,17,41
5,9,33
5,9,32
5,9,30
5,9,30
5,9,30
6,9,29
6,9,29
6,9,29
6,10,29
6,10,30
8,13,34
18,23,44
19,24,45
17,22,43
11,16,37
7,11,34
6,10,31
5,9,31
5,9,31
5,9,32
4,9,32
4,8,32
4,8,32
4,8,32
5,8,29
5,8,29
5,8,29
5,8,29
5,8,30
6,9,30
6,9,32
7,10,33
7,10,33
7,10,33
5,8,29
5,8,29
5,8,29
5,8,29
5,8,29
5,8,29
5,8,29
5,8,29
5,8,29
5,8,29
5,8,28
5,8,28
5,8,28
5,9,28
5,9,28
5,9,28
4,8,27
4,8,27
5,8,27
5,9,28
6,9,28
6,9,28
6,9,28
6,9,28
6,9,28
5,9,28
5,9,29
6,9,30
6,9,31
6,10,32
7,10,33
8,13,36
12,17,41
13,18,42
14,20,43
13,17,41
5,9,33
