Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6
738,6156,3126,3945,12660,13785
587,5434,2681,3650,13125,13867
696,5588,2656,3765,13123,14513
550,5530,2771,2558,13631,14521
661,5522,2528,3583,13198,14701
94,6436,2698,3382,13029,14176
1099,5781,2848,4108,13279,14171
888,5808,3000,3778,12887,14077
809,5158,2926,3927,13108,14400
233,5485,2949,4124,13120,14382
1370,5373,2771,3846,12799,13586
730,5597,2735,3786,14959,14713
297,4527,2443,4437,12814,14133
30,5429,2620,4219,13325,14045
694,5475,2704,3726,12916,14016
813,5734,1969,3902,12926,14351
960,5641,2977,4566,13961,14596
380,6148,2559,4242,12921,14365
384,5516,2990,4136,13532,14277
0,5246,1952,4532,13007,14949
659,5626,2999,3467,13485,14488
1154,6654,3028,3496,13372,14693
377,5631,3358,4764,13050,14668
511,5533,2971,3437,13137,14604
455,5514,2515,3822,13178,14689
808,5865,3160,4052,13192,14184
715,5729,2708,3936,13266,14194
671,5846,3243,4125,13165,14069
951,5631,2528,3044,13449,14396
607,6505,2653,4581,13857,14801
881,5192,2677,3766,12923,14485
868,5532,3026,4160,13910,14824
912,5910,3124,4121,13000,13909
973,5514,2669,3609,13177,14228
795,5815,1379,4153,13204,14200
536,5812,3175,3992,13169,14009
0,5428,2880,3849,12981,13560
525,5838,2894,4024,13777,14001
678,5700,2627,3985,11830,14416
734,5998,2733,3875,12993,14356
779,5907,3784,3959,12726,14192
803,5631,3080,3883,13716,14422
0,6082,2968,3998,13029,14904
661,5453,3216,3927,13371,14431
873,5593,2720,3787,13480,14517
553,5517,2945,3985,13400,14280
528,6710,2540,4168,13069,14978
677,5540,2559,3758,13359,14955
781,5710,2723,3852,13565,14172
961,5543,2761,3904,12978,13755
973,5630,2925,3892,12765,14517
582,5603,2939,3906,13468,14579
854,6056,2665,3749,13419,14559
860,5779,2928,4207,13582,14103
966,5440,2559,3784,13131,14566
1128,5623,2189,3906,13373,14279
1104,5931,3131,4298,13318,14464
594,5631,1630,3606,13182,14768
511,5887,3205,4226,13526,14250
490,5631,2713,3996,13489,14380
491,6496,3185,3733,13184,14579
612,5901,3078,3929,13823,13888
248,5597,2865,4026,13364,13860
550,6067,2778,3788,12922,14473
372,5892,3108,3755,13136,14519
699,5629,2778,3784,13392,15042
1162,5599,2563,4162,12820,12845
634,6593,2559,3733,13615,14293
711,5631,2925,4046,13488,14128
924,5908,3144,4049,13285,14130
744,5810,4920,3976,13036,14024
438,5516,3337,3914,13416,14216
496,6317,2660,3623,12971,14676
543,5473,2721,3596,13264,14627
979,6318,2666,3928,13452,14252
505,5614,4607,3643,12799,14251
749,5979,3327,4310,13682,15184
534,5001,2987,3046,13151,14747
469,5564,2886,3710,13021,14110
593,5633,2803,3847,13222,14553
747,5882,6570,4246,12977,14402
644,5709,2598,3674,12317,14722
470,5893,2216,3961,13823,14246
649,5801,3039,3992,13514,14063
493,5173,2718,3866,13111,14533
846,6108,2715,559,14070,14519
811,6033,3200,3640,13076,14355
846,6208,2641,3995,13390,14181
698,5540,1944,3877,13327,14467
1172,6560,2764,4136,13190,14460
971,6298,2681,3236,13439,14560
684,5960,3100,3979,12615,14696
898,5422,3176,3512,13334,14123
896,5650,2725,4389,13408,14417
511,5733,2904,3720,11996,14409
985,5642,2819,3996,12779,14125
1050,5647,2755,3883,13316,14694
210,4557,2725,4029,12773,14661
984,5990,3135,4268,12961,12994
685,5716,2574,3783,13447,14627
0,6008,1779,3948,13328,14530
825,5696,2559,4553,13006,14410
765,5808,2916,4115,13284,14216
918,5436,2885,4032,12858,14186
622,6848,2559,3714,13070,11552
696,5635,3336,3929,13489,14472
864,5445,2906,3940,13259,14276
900,5724,2600,3912,13317,14509
1051,5669,2816,4188,13336,14360
419,5497,2895,3583,13748,14457
869,5773,2854,3904,13608,14259
715,5952,3100,4215,13139,14249
1535,5637,2432,3966,13554,14389
686,5738,3043,4038,13544,14376
622,5730,2982,3813,13004,14256
1209,5631,2833,3993,13194,14463
526,5524,2654,3801,13505,14547
580,5736,3184,4136,13460,14134
825,5633,2912,4041,13096,13872
605,5684,2820,3946,12957,14483
549,5701,2884,3850,13253,14697
537,5697,4469,3862,13240,14269
546,5790,2880,4140,13416,14593
440,5525,2624,3870,13142,14648
0,5918,2888,3992,13084,14257
670,4928,2950,4220,13032,14339
720,5631,2644,3830,13456,14346
137,5624,3131,3916,14084,13547
409,4947,2741,4024,13672,14546
564,5872,3437,3946,14008,14361
833,5698,3405,3996,12878,14046
781,5756,2899,3747,13397,14500
844,5880,2812,3676,13034,14931
967,5699,2760,4113,13312,14358
511,5664,3312,3857,12796,14276
1151,5883,2638,3893,13586,14667
280,5712,3213,4513,13019,14216
883,5901,3161,4272,13226,13209
763,5631,2756,4172,13460,14211
1264,5473,2508,3791,13120,14630
560,5384,2901,3804,13498,14504
521,5748,2921,3892,13238,14615
825,5631,3087,3761,13553,14164
836,5688,3244,4318,13823,14380
1472,6216,3133,4265,13333,14545
603,5718,2874,3904,13282,9896
863,5884,2559,3706,13446,14506
545,5733,2842,3852,12629,14661
576,5416,2593,4116,12962,14616
610,5580,2542,3684,13086,15204
680,5631,2920,3824,13563,14615
1478,5861,3044,4296,13550,15018
402,5715,3086,4116,13038,14350
528,5355,2769,3583,13241,14417
561,5831,2867,3799,13114,14868
658,5986,3152,4178,13801,14234
1076,5506,2602,3848,13337,14382
347,5546,2757,4192,13216,14218
881,5844,2966,4416,13160,15024
741,5963,3439,3967,13129,15464
524,5782,2937,4040,13130,14412
617,6149,2826,3720,13476,14381
511,5335,2181,3747,13091,14703
1037,6015,3256,4560,13565,14499
874,6025,2247,4169,13332,15051
1116,6195,2735,3859,13424,14437
1034,6233,3117,4152,13357,15799
485,5657,2876,2620,13462,14604
0,5616,2977,4136,13174,13986
0,5322,2916,3915,12879,14286
976,5569,2594,3776,13250,14484
951,5284,2980,3926,13127,14190
1031,5804,2909,4393,13096,14652
557,5725,2927,3971,13073,14226
697,5621,2189,3815,13055,14372
949,5679,2806,4022,12985,14089
673,4922,2721,3846,13035,14544
860,5970,3862,4105,12938,14202
833,4665,3025,4264,12960,15012
670,5631,2628,3740,13249,14612
542,5626,2762,3925,13112,14734
1051,6051,3128,4348,13366,14446
1503,5806,1648,3772,13023,14557
535,5611,2549,4014,13232,14612
654,5794,3081,4140,13223,13998
636,5741,2928,3879,13166,14437
0,6245,1856,4054,14098,14483
724,5608,2656,3736,12615,14672
517,5772,3161,4137,13399,14121
554,5681,3048,3898,13514,14392
884,5878,3075,4511,13482,14629
716,5871,2992,3857,13666,14167
888,6013,3350,4214,13422,14357
908,6105,3308,4280,13361,14405
64,6033,3024,4265,13050,13875
791,5862,3088,3796,13229,14287
553,5454,2675,3816,12977,14432
1053,6086,3156,3994,12527,14815
802,6077,3156,4146,13142,13806
1312,6101,3350,4221,13531,14272
716,5902,3220,4222,13691,14522
787,5787,2563,3864,13461,14411
0,5648,2697,3917,12881,14377
842,5671,2507,3983,13424,13796
363,4670,2628,3661,13203,14493
511,6872,3077,3925,13182,14675
535,5735,2840,3787,13536,14725
960,5631,2880,4378,13325,14250
652,5765,3302,3191,13356,13949
1157,5668,2700,3264,13512,14646
305,5795,2731,4169,12799,14428
920,5666,2930,4032,13225,14614
880,6433,2968,4133,13365,14591
699,5735,2887,3665,13443,14638
1429,5719,3628,3640,12736,14592
538,5457,3009,3686,12881,14764
827,5818,2216,4051,12926,14289
931,5815,2848,3899,13071,14507
685,5924,2981,4032,13180,14063
534,6287,2696,3665,13041,14764
699,5697,2176,3679,13476,11569
732,6441,2825,4003,13455,14473
1716,5814,2908,4164,13400,14442
495,4494,2706,3936,13143,13588
867,6061,3627,4176,13119,14488
409,5463,2639,3826,13237,14581
0,6076,3315,4177,13165,14087
676,5688,3290,3973,13366,15176
879,6182,3236,4165,13288,14387
618,4931,2410,4517,13322,14499
570,5524,2903,3679,13611,14673
464,5532,2559,3785,13215,14643
364,6166,3315,4595,13465,14834
511,5462,2159,3583,13167,14585
753,5387,2812,4036,13020,14500
1046,6082,3225,4607,13520,14571
556,5672,2847,3881,13223,14619
532,5712,2998,3914,13217,14758
18,5467,2743,3583,13282,14800
697,5679,2935,4117,13492,14468
726,5622,2657,3777,13274,14610
725,5352,2915,3934,12799,13205
537,5631,3158,3810,13232,15018
416,5584,2208,4606,12992,14847
604,5826,2803,3820,12125,14460
558,5681,2174,4693,13060,13749
753,5495,3001,3978,13370,14464
448,5195,2614,3348,13523,14679
884,5605,2847,3784,13408,14518
885,5355,2764,3912,13111,13973
825,6054,3133,4046,13206,14131
905,5489,3194,4124,12984,14675
992,5625,2954,3936,13330,14185
1327,5776,2822,3922,13143,14511
586,5637,2688,3944,12884,14217
468,5768,3319,4633,13099,14742
623,5672,3029,3416,13530,14167
0,5513,2819,3811,12956,14553
726,5288,2767,3904,12896,14531
689,5750,2567,3965,12751,14650
964,5873,2960,3972,13104,14468
905,5804,2776,3771,13454,14358
1081,6040,3298,4223,13348,14500
964,6041,5716,4175,13216,14258
809,5824,3351,4131,13060,14360
915,5712,2996,4516,13317,14416
806,5588,2770,3288,12799,14441
802,5887,2804,3350,13359,14740
475,5937,3776,5171,13009,14703
825,5993,3084,3814,12858,14480
518,4808,2672,3808,13184,14768
704,6104,3151,3505,13269,13828
1258,5555,2804,3782,13127,14364
960,6682,2543,3747,12619,14633
712,5997,2810,4155,13327,14784
1802,5568,2842,4829,13026,14742
873,5908,2555,3717,13365,14624
490,6019,3786,4324,13084,14561
731,5650,2837,3687,13558,14634
1138,5805,2821,3043,13539,14583
334,5545,2555,3805,13180,14483
1166,5697,2670,4160,13124,14001
1040,5832,2824,4515,13168,14631
804,5998,3267,4021,13444,14377
589,6092,3912,3662,12404,14580
904,5931,2777,3815,12773,14709
1164,4437,2857,3906,12947,14781
859,6040,2626,3833,13255,14913
687,5570,3566,3834,13496,14622
