B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
1.1383964095871661,13.475284081866505,119.9939841487093,0.7560605738895629,0.9662475836817178,7.239196579648625,1.0,14.0,122.0,1.0,14.0,124.0
