B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
2.1303752745328963,15.494413852372919,142.0169971671388,1.3479273112918202,2.5710137523486893,7.031344487835819,2.0,15.0,144.0,2.0,15.0,145.0
