B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
0.3252697584110513,19.72985963013655,169.68892637743897,0.5025105148222494,0.7899515083641993,3.285376682431475,0.0,20.0,170.0,0.0,20.0,172.0
