B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
1.732278702613235,15.291116274628386,146.8742082312124,0.8722002420754906,0.74795899504667,5.273838378421931,2.0,15.0,148.0,2.0,15.0,153.0
