B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
0.3489830346627622,18.55536811280517,171.8080656969157,0.5462954273216788,0.9117533409965756,8.034895398126618,0.0,19.0,175.0,0.0,19.0,178.0
