B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
1.1260464079956711,15.868956297545914,149.00439252633925,1.0453319456071284,0.7536409601886656,7.967708802230922,1.0,16.0,153.0,0.0,16.0,153.0
