L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
21.123913804628067,148.82678167870898,139.24193907756947,5.051563139916494,4.5300658800115885,3.082186455596905,23.0,151.0,140.0,24.0,151.0,141.0
