L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
58.95664767482573,169.09587166183914,161.6109431199669,10.233240837877279,5.0816143858840706,5.489223526345482,62.0,171.0,163.0,66.0,172.0,166.0
