L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
93.32555622752014,184.67294776713246,177.81513193493967,6.542806809625465,2.918196177448764,2.643646779078141,95.0,185.0,178.0,99.0,187.0,180.0
