L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
76.53181398605851,177.69280962536206,170.310946302957,3.6010215032826243,1.8369553459901367,1.7655180281626013,77.0,178.0,171.0,79.0,179.0,171.0
