L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
46.99974536079193,162.76770538243625,155.05917178597574,5.419856158661952,2.9449403392969966,3.0986917796317845,48.0,163.0,156.0,51.0,165.0,158.0
