L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
52.43307763312856,165.4366744119426,157.98526275583282,3.2914974542881823,1.756778350448637,2.0846622447806284,52.0,165.0,158.0,52.0,165.0,157.0
