L_mean,A_mean,B_mean,L_std,A_std,B_std,L_median,A_median,B_median,L_mode,A_mode,B_mode
52.24910080529649,165.75981156698603,158.0516280994366,2.454802392070443,1.3952876657232998,1.4742102116431246,52.0,166.0,158.0,54.0,167.0,158.0
