B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
2.6491390011777063,11.437406499665785,95.53222777477163,0.9037147682143419,0.9012758668881931,7.491909776646719,3.0,11.0,96.0,2.0,11.0,100.0
