B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
2.6980615590285515,10.493013336728524,84.35881847407454,0.9958184144947466,0.9876483882382086,8.278737709892294,3.0,11.0,85.0,2.0,11.0,88.0
