contrast_0,contrast_90,dissimilarity_0,dissimilarity_90,homogeneity_0,homogeneity_90,energy_0,energy_90,correlation_0,correlation_90
93.99720783835917,94.3222154533455,2.280485328459742,2.319118692253021,0.8137698656860664,0.7983712290343068,0.3043754485675434,0.30188561159052046,0.8783606111786765,0.8779229676302897
