B,G,R
2,18,148
2,18,148
2,18,148
0,18,149
0,18,149
0,18,149
0,18,149
0,18,149
0,18,149
0,18,149
0,18,149
0,18,149
1,18,149
1,17,149
2,18,148
2,18,149
2,18,148
2,18,149
2,18,148
1,17,149
1,17,148
1,17,149
1,17,148
1,17,148
1,18,148
1,18,148
1,18,148
2,18,148
2,18,148
2,18,148
2,18,148
0,18,149
0,18,149
0,18,149
0,18,149
0,17,149
0,17,149
0,17,149
0,17,149
0,18,150
0,18,150
0,18,150
0,18,150
0,18,150
0,18,150
0,18,150
0,17,150
0,17,150
0,17,149
0,17,150
0,17,149
0,17,150
0,17,149
0,17,150
0,17,149
0,17,150
0,17,149
0,17,149
0,18,149
0,18,149
0,18,149
0,18,149
1,18,149
2,18,149
2,18,148
2,18,148
2,18,148
2,18,148
2,18,148
2,18,148
2,18,148
2,18,148
2,18,148
2,18,149
0,18,149
0,18,149
0,18,149
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,18,150
0,18,150
1,18,151
1,18,151
1,18,150
0,18,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,18,149
0,18,149
0,18,149
0,18,149
0,18,149
2,18,149
2,18,149
2,18,148
2,18,148
2,18,148
2,18,148
2,18,148
2,18,148
2,18,148
2,18,149
2,18,149
2,18,149
2,18,149
2,18,149
2,18,148
2,18,149
0,18,149
0,18,149
0,18,149
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
1,18,151
1,18,151
1,18,151
1,18,151
1,18,151
1,17,151
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,18,150
0,18,150
0,18,149
0,18,149
0,18,149
0,18,149
0,18,149
1,18,149
1,18,149
2,18,149
2,18,148
2,18,148
2,18,148
2,18,148
2,18,148
2,18,148
2,18,147
2,19,146
2,18,149
2,18,149
2,18,149
2,18,149
2,18,149
2,18,149
2,18,149
2,18,149
2,18,149
0,18,149
0,18,149
0,18,149
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
1,18,151
1,18,151
1,18,151
1,18,151
1,18,151
1,18,151
1,17,151
1,17,151
1,17,151
1,17,151
0,17,151
0,17,151
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,18,150
0,18,150
0,18,150
0,18,150
0,18,150
0,18,149
0,18,149
0,17,149
0,17,149
0,17,149
1,18,149
2,18,149
2,18,149
1,18,148
1,18,148
2,18,148
2,18,148
2,18,148
2,18,148
2,18,146
2,18,146
0,18,148
0,18,149
0,18,149
0,18,149
0,18,149
0,17,149
0,17,149
0,17,149
0,17,149
0,17,149
0,17,149
0,18,149
0,17,149
0,17,149
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
1,17,151
1,18,152
2,18,153
2,18,154
2,18,154
2,18,153
1,18,153
1,18,153
1,17,153
1,17,152
1,17,152
0,17,152
0,17,152
0,17,152
0,17,151
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,18,151
0,18,151
0,18,151
0,18,151
0,18,150
0,18,150
0,18,150
0,17,150
0,17,150
0,17,150
0,17,149
0,17,149
0,17,149
0,18,149
0,18,149
0,18,148
1,18,148
2,18,148
2,18,148
2,18,148
2,18,148
2,18,148
2,18,148
2,18,148
1,17,147
0,18,148
0,18,149
0,18,149
0,18,149
0,18,149
0,18,149
0,17,149
0,17,149
0,17,149
0,17,149
0,17,149
0,17,149
0,17,149
0,17,149
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,151
1,17,152
1,17,152
1,18,152
2,18,153
2,18,154
2,18,154
2,18,154
1,18,153
1,18,153
1,18,153
1,17,153
1,17,152
0,17,152
0,17,152
0,17,152
0,17,152
0,17,152
0,17,151
0,17,150
0,17,150
0,18,151
0,18,151
0,18,151
0,18,152
0,18,152
0,18,152
0,18,151
0,17,151
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,149
0,18,149
0,18,149
0,18,149
1,18,149
2,18,149
2,18,148
2,18,148
2,18,148
2,18,148
2,18,148
2,18,148
1,17,148
1,17,147
1,17,147
1,18,147
1,18,148
0,18,148
0,18,148
0,18,149
0,18,149
0,18,149
0,18,149
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,16,152
0,16,152
0,16,152
0,17,152
0,17,152
0,17,152
1,17,152
1,17,152
1,17,152
1,17,153
2,18,154
2,18,154
2,18,154
1,18,154
1,18,153
1,18,153
0,17,153
0,17,153
0,17,153
0,17,153
0,17,153
0,17,153
0,17,152
0,17,152
0,17,152
0,18,152
0,18,152
0,18,152
0,18,152
0,19,152
0,18,152
0,18,152
0,18,152
0,18,152
0,17,152
0,17,152
0,17,152
0,17,152
0,17,151
0,17,150
0,18,150
0,18,150
0,18,150
0,18,150
0,18,150
0,18,149
1,17,149
2,17,149
2,17,149
2,18,149
2,18,149
2,18,149
1,17,149
1,17,148
1,17,148
1,18,147
2,18,147
2,18,146
1,17,145
1,18,147
2,18,148
2,18,148
1,18,148
0,18,149
0,18,149
0,18,149
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,16,152
0,16,152
0,16,152
0,16,152
0,17,152
0,17,152
0,17,152
1,17,152
0,17,152
0,16,152
1,17,153
1,17,153
1,17,153
1,18,154
1,18,153
1,18,153
0,18,153
0,18,153
0,18,153
0,18,153
0,18,153
0,18,153
0,18,153
0,18,153
0,18,153
0,18,153
0,18,153
0,18,152
0,18,152
0,19,152
0,19,153
0,19,153
0,19,153
0,18,153
0,18,153
0,18,153
0,17,153
0,17,153
0,17,153
0,17,153
0,18,152
0,18,152
0,18,152
0,18,151
0,18,151
0,18,150
0,17,150
0,17,150
1,17,149
2,17,149
0,17,149
0,17,149
0,17,149
0,17,149
1,17,149
1,17,149
1,18,148
2,18,147
2,18,146
2,18,145
2,18,145
1,17,144
1,18,145
1,18,145
1,18,147
2,18,148
2,18,148
2,18,149
0,18,149
0,18,149
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,152
0,16,152
0,16,152
0,16,152
0,16,152
0,16,152
0,17,150
0,16,152
0,16,152
0,16,152
0,16,152
0,16,152
0,16,152
0,16,152
1,17,153
1,17,153
1,17,153
0,16,152
0,16,152
0,16,152
0,16,152
0,16,152
1,17,153
1,17,153
0,18,153
0,18,153
0,18,153
0,18,153
0,18,153
0,18,154
0,18,154
0,18,154
0,19,154
0,18,154
0,18,154
0,18,153
0,18,153
0,18,153
0,18,153
0,18,153
0,19,153
0,19,153
0,19,154
0,19,154
0,19,154
1,19,154
1,18,154
1,18,154
1,18,154
0,18,154
0,18,153
0,18,153
0,18,153
0,18,153
0,18,153
0,18,152
0,17,151
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,150
0,17,149
0,17,149
