B_mean,G_mean,R_mean,B_std,G_std,R_std,B_median,G_median,R_median,B_mode,G_mode,R_mode
4.331381099404781,8.014259795652036,27.87805964923449,1.9006300753731142,1.8394948052770008,2.9605990322268227,4.0,7.0,27.0,3.0,7.0,26.0
